providerGameId,league,date,homeTeam,awayTeam,pickTeamId,pickTeamName,confidence,edgeScore,winProbability,actualWinner,hit,seasonPhase,dataAvailability
152685,NPB,2024-09-04,Orix Buffaloes,Seibu Lions,home,Orix Buffaloes,53.2,7,57,home,1,late,1
152686,NPB,2024-09-04,Yokohama BayStars,Hiroshima Carp,home,Yokohama BayStars,37.9,1.8,51.8,home,1,late,1
152687,NPB,2024-09-04,Yomiuri Giants,Yakult Swallows,home,Yomiuri Giants,44.3,4.8,54.8,away,0,late,1
155921,KBO,2024-09-04,KIA Tigers,Hanwha Eagles,home,KIA Tigers,47.1,5.8,55.8,away,0,late,1
156206,KBO,2024-09-04,Lotte Giants,KT Wiz Suwon,away,KT Wiz Suwon,27.4,-0.6,50.6,home,0,late,1
156207,KBO,2024-09-04,NC Dinos,Kiwoom Heroes,home,NC Dinos,55,9.8,59.8,home,1,late,1
156210,KBO,2024-09-04,LG Twins,SSG Landers,home,LG Twins,48.6,4.1,54.1,home,1,late,1
156372,KBO,2024-09-04,Samsung Lions,Doosan Bears,home,Samsung Lions,46.9,5.5,55.5,home,1,late,1
152688,NPB,2024-09-05,Chiba Lotte Marines,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,37.8,-0.4,50.4,home,0,late,1
152689,NPB,2024-09-05,Hanshin Tigers,Chunichi Dragons,home,Hanshin Tigers,52.4,5.8,55.8,home,1,late,1
152690,NPB,2024-09-05,Yokohama BayStars,Hiroshima Carp,home,Yokohama BayStars,39.8,4.6,54.6,home,1,late,1
152691,NPB,2024-09-05,Yomiuri Giants,Yakult Swallows,home,Yomiuri Giants,41.9,1.3,51.3,home,1,late,1
156220,KBO,2024-09-05,LG Twins,SSG Landers,home,LG Twins,53.4,7.4,57.4,away,0,late,1
161736,KBO,2024-09-05,Lotte Giants,KT Wiz Suwon,home,Lotte Giants,47.1,3.1,53.1,away,0,late,1
161737,KBO,2024-09-05,NC Dinos,Kiwoom Heroes,home,NC Dinos,55.3,10.2,60.2,away,0,late,1
161738,KBO,2024-09-05,KIA Tigers,Hanwha Eagles,home,KIA Tigers,41.8,1.1,51.1,home,1,late,1
152692,NPB,2024-09-06,Nippon Ham Fighters,Orix Buffaloes,home,Nippon Ham Fighters,34.1,0.8,50.8,home,1,late,1
152693,NPB,2024-09-06,Yakult Swallows,Hanshin Tigers,away,Hanshin Tigers,41.7,-4.2,54.2,away,1,late,1
152694,NPB,2024-09-06,Hiroshima Carp,Chunichi Dragons,home,Hiroshima Carp,48.5,4.6,54.6,away,0,late,1
152695,NPB,2024-09-06,Chiba Lotte Marines,Rakuten Gold. Eagles,home,Chiba Lotte Marines,42,2.1,52.1,away,0,late,1
152696,NPB,2024-09-06,Fukuoka S. Hawks,Seibu Lions,home,Fukuoka S. Hawks,55.2,10,60,away,0,late,1
155738,KBO,2024-09-06,KIA Tigers,Kiwoom Heroes,home,KIA Tigers,54.6,9.1,59.1,home,1,late,1
156256,KBO,2024-09-06,LG Twins,Hanwha Eagles,home,LG Twins,49.4,1.3,51.3,away,0,late,1
156291,KBO,2024-09-06,NC Dinos,KT Wiz Suwon,home,NC Dinos,43.7,1.3,51.3,away,0,late,1
161739,KBO,2024-09-06,Lotte Giants,Samsung Lions,away,Samsung Lions,45.6,-3.5,53.5,away,1,late,1
152698,NPB,2024-09-07,Fukuoka S. Hawks,Seibu Lions,home,Fukuoka S. Hawks,44.5,7.1,57.1,away,0,late,1
152699,NPB,2024-09-07,Hiroshima Carp,Chunichi Dragons,home,Hiroshima Carp,36.9,0.3,50.3,home,1,late,1
152700,NPB,2024-09-07,Nippon Ham Fighters,Orix Buffaloes,home,Nippon Ham Fighters,45.7,3.7,53.7,home,1,late,1
152702,NPB,2024-09-07,Yomiuri Giants,Yokohama BayStars,away,Yokohama BayStars,39.4,-4,54,home,0,late,1
156259,KBO,2024-09-07,LG Twins,Hanwha Eagles,away,Hanwha Eagles,35.4,-1.4,51.4,home,0,late,1
155867,KBO,2024-09-07,Lotte Giants,SSG Landers,away,SSG Landers,33.9,-0.5,50.5,draw,,late,1
156179,KBO,2024-09-07,KT Wiz Suwon,Doosan Bears,home,KT Wiz Suwon,25.2,1.1,51.1,away,0,late,1
156181,KBO,2024-09-07,Samsung Lions,NC Dinos,home,Samsung Lions,46,4.1,54.1,away,0,late,1
161740,KBO,2024-09-07,KIA Tigers,Kiwoom Heroes,home,KIA Tigers,55.7,10.8,60.8,home,1,late,1
152697,NPB,2024-09-07,Chiba Lotte Marines,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,40.8,-0.9,50.9,away,1,late,1
152701,NPB,2024-09-07,Yakult Swallows,Hanshin Tigers,away,Hanshin Tigers,42,-4.6,54.6,away,1,late,1
152706,NPB,2024-09-08,Nippon Ham Fighters,Orix Buffaloes,home,Nippon Ham Fighters,47.6,6.5,56.5,away,0,late,1
152707,NPB,2024-09-08,Fukuoka S. Hawks,Seibu Lions,home,Fukuoka S. Hawks,43.6,5.8,55.8,home,1,late,1
152705,NPB,2024-09-08,Hiroshima Carp,Chunichi Dragons,home,Hiroshima Carp,48.1,4.1,54.1,away,0,late,1
152704,NPB,2024-09-08,Yomiuri Giants,Yokohama BayStars,home,Yomiuri Giants,37.5,1.3,51.3,away,0,late,1
161741,KBO,2024-09-08,Samsung Lions,NC Dinos,home,Samsung Lions,41.9,1.3,51.3,home,1,late,1
161742,KBO,2024-09-08,Lotte Giants,SSG Landers,home,Lotte Giants,46.5,1.6,51.6,away,0,late,1
161743,KBO,2024-09-08,LG Twins,Hanwha Eagles,home,LG Twins,42.6,1,51,home,1,late,1
161744,KBO,2024-09-08,KIA Tigers,Kiwoom Heroes,home,KIA Tigers,56.1,11.5,61.5,home,1,late,1
152703,NPB,2024-09-08,Yakult Swallows,Hanshin Tigers,away,Hanshin Tigers,48.3,-6.2,56.2,home,0,late,1
152708,NPB,2024-09-08,Chiba Lotte Marines,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,43.1,-4.4,54.4,home,0,late,1
152709,NPB,2024-09-10,Chunichi Dragons,Yakult Swallows,home,Chunichi Dragons,43.7,0.7,50.7,home,1,late,1
152710,NPB,2024-09-10,Hanshin Tigers,Yokohama BayStars,away,Yokohama BayStars,36.3,-0.8,50.8,home,0,late,1
152711,NPB,2024-09-10,Hiroshima Carp,Yomiuri Giants,away,Yomiuri Giants,44.9,-1.2,51.2,away,1,late,1
152712,NPB,2024-09-10,Nippon Ham Fighters,Seibu Lions,home,Nippon Ham Fighters,54.3,8.7,58.7,home,1,late,1
152713,NPB,2024-09-10,Orix Buffaloes,Chiba Lotte Marines,home,Orix Buffaloes,41.5,2,52,away,0,late,1
152714,NPB,2024-09-10,Rakuten Gold. Eagles,Fukuoka S. Hawks,away,Fukuoka S. Hawks,43.9,-2.9,52.9,away,1,late,1
155926,KBO,2024-09-10,KT Wiz Suwon,NC Dinos,home,KT Wiz Suwon,39.4,2,52,home,1,late,1
156009,KBO,2024-09-10,SSG Landers,Hanwha Eagles,away,Hanwha Eagles,40.4,-1,51,home,0,late,1
161745,KBO,2024-09-10,Kiwoom Heroes,Doosan Bears,away,Doosan Bears,53.1,-6.9,56.9,home,0,late,1
161746,KBO,2024-09-10,LG Twins,Lotte Giants,home,LG Twins,53.5,7.5,57.5,away,0,late,1
152715,NPB,2024-09-11,Nippon Ham Fighters,Seibu Lions,home,Nippon Ham Fighters,55.2,10.1,60.1,home,1,late,1
152716,NPB,2024-09-11,Orix Buffaloes,Chiba Lotte Marines,away,Chiba Lotte Marines,40.1,-1.9,51.9,away,1,late,1
152717,NPB,2024-09-11,Rakuten Gold. Eagles,Fukuoka S. Hawks,away,Fukuoka S. Hawks,52.7,-6.3,56.3,away,1,late,1
152718,NPB,2024-09-11,Hiroshima Carp,Yomiuri Giants,away,Yomiuri Giants,46.7,-3.9,53.9,away,1,late,1
152719,NPB,2024-09-11,Hanshin Tigers,Yokohama BayStars,home,Hanshin Tigers,41.3,2.3,52.3,away,0,late,1
152720,NPB,2024-09-11,Chunichi Dragons,Yakult Swallows,home,Chunichi Dragons,46.3,4.5,54.5,away,0,late,1
156229,KBO,2024-09-11,KT Wiz Suwon,NC Dinos,home,KT Wiz Suwon,40.6,3.8,53.8,home,1,late,1
156249,KBO,2024-09-11,Hanwha Eagles,Samsung Lions,away,Samsung Lions,49.4,-9.2,59.2,away,1,late,1
161747,KBO,2024-09-11,LG Twins,Kiwoom Heroes,home,LG Twins,45.9,4,54,away,0,late,1
161748,KBO,2024-09-11,SSG Landers,Lotte Giants,home,SSG Landers,40.2,3.3,53.3,away,0,late,1
152721,NPB,2024-09-12,Chunichi Dragons,Yakult Swallows,home,Chunichi Dragons,41.7,1,51,away,0,late,1
152723,NPB,2024-09-12,Hiroshima Carp,Yomiuri Giants,away,Yomiuri Giants,48,-5.9,55.9,away,1,late,1
152724,NPB,2024-09-12,Seibu Lions,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,45.7,-3.7,53.7,away,1,late,1
155753,KBO,2024-09-12,KIA Tigers,Lotte Giants,home,KIA Tigers,50.4,7.5,57.5,home,1,late,1
161725,KBO,2024-09-12,KT Wiz Suwon,NC Dinos,home,KT Wiz Suwon,41.8,5.7,55.7,home,1,late,1
161749,KBO,2024-09-12,Samsung Lions,Hanwha Eagles,home,Samsung Lions,48,7.1,57.1,home,1,late,1
152725,NPB,2024-09-13,Hanshin Tigers,Hiroshima Carp,home,Hanshin Tigers,43.2,5.2,55.2,home,1,late,1
152726,NPB,2024-09-13,Orix Buffaloes,Fukuoka S. Hawks,away,Fukuoka S. Hawks,53.9,-8.1,58.1,away,1,late,1
152727,NPB,2024-09-13,Seibu Lions,Chiba Lotte Marines,away,Chiba Lotte Marines,54.9,-9.6,59.6,home,0,late,1
152728,NPB,2024-09-13,Yakult Swallows,Yomiuri Giants,away,Yomiuri Giants,46.2,-4.5,54.5,home,0,late,1
152729,NPB,2024-09-13,Yokohama BayStars,Chunichi Dragons,home,Yokohama BayStars,47.7,6.6,56.6,home,1,late,1
155924,KBO,2024-09-13,Lotte Giants,Hanwha Eagles,home,Lotte Giants,48.4,4.5,54.5,away,0,late,1
152733,NPB,2024-09-14,Rakuten Gold. Eagles,Nippon Ham Fighters,away,Nippon Ham Fighters,52.3,-5.8,55.8,home,0,late,1
152129,NPB,2024-09-14,Hanshin Tigers,Hiroshima Carp,home,Hanshin Tigers,43.9,6.2,56.2,home,1,late,1
152731,NPB,2024-09-14,Yokohama BayStars,Chunichi Dragons,home,Yokohama BayStars,47.5,6.4,56.4,away,0,late,1
156155,KBO,2024-09-14,Lotte Giants,Hanwha Eagles,away,Hanwha Eagles,36.9,-0.3,50.3,home,0,late,1
161753,KBO,2024-09-14,SSG Landers,Samsung Lions,away,Samsung Lions,48.7,-4.2,54.2,home,0,late,1
156154,KBO,2024-09-14,KIA Tigers,Kiwoom Heroes,home,KIA Tigers,52.8,10.4,60.4,home,1,late,1
156156,KBO,2024-09-14,NC Dinos,LG Twins,away,LG Twins,52.1,-5.4,55.4,away,1,late,1
161752,KBO,2024-09-14,Doosan Bears,KT Wiz Suwon,away,KT Wiz Suwon,25.1,-1,51,home,0,late,1
152730,NPB,2024-09-14,Yomiuri Giants,Yakult Swallows,home,Yomiuri Giants,34.6,0.2,50.2,away,0,late,1
152732,NPB,2024-09-14,Seibu Lions,Chiba Lotte Marines,away,Chiba Lotte Marines,50.3,-6,56,away,1,late,1
152734,NPB,2024-09-14,Orix Buffaloes,Fukuoka S. Hawks,away,Fukuoka S. Hawks,54.9,-9.6,59.6,away,1,late,1
152737,NPB,2024-09-15,Orix Buffaloes,Fukuoka S. Hawks,away,Fukuoka S. Hawks,55.8,-10.9,60.9,away,1,late,1
155962,KBO,2024-09-15,SSG Landers,Samsung Lions,away,Samsung Lions,37.6,-1.3,51.3,home,0,late,1
156159,KBO,2024-09-15,KIA Tigers,Kiwoom Heroes,home,KIA Tigers,56.4,11.9,61.9,away,0,late,1
156161,KBO,2024-09-15,Lotte Giants,Hanwha Eagles,home,Lotte Giants,47.5,3.2,53.2,home,1,late,1
161754,KBO,2024-09-15,NC Dinos,LG Twins,away,LG Twins,53.8,-7.9,57.9,home,0,late,1
152735,NPB,2024-09-15,Hanshin Tigers,Yakult Swallows,home,Hanshin Tigers,34.8,0.4,50.4,home,1,late,1
152736,NPB,2024-09-15,Hiroshima Carp,Yokohama BayStars,away,Yokohama BayStars,39,-4.8,54.8,home,0,late,1
152739,NPB,2024-09-15,Seibu Lions,Chiba Lotte Marines,away,Chiba Lotte Marines,54.4,-8.9,58.9,home,0,late,1
152740,NPB,2024-09-15,Yomiuri Giants,Chunichi Dragons,home,Yomiuri Giants,48.9,3.8,53.8,home,1,late,1
152744,NPB,2024-09-16,Rakuten Gold. Eagles,Nippon Ham Fighters,away,Nippon Ham Fighters,47.5,-1.8,51.8,home,0,late,1
152745,NPB,2024-09-16,Seibu Lions,Chiba Lotte Marines,away,Chiba Lotte Marines,49.3,-4.5,54.5,home,0,late,1
152741,NPB,2024-09-16,Hanshin Tigers,Yakult Swallows,home,Hanshin Tigers,46,4.1,54.1,home,1,late,1
152742,NPB,2024-09-16,Hiroshima Carp,Yokohama BayStars,home,Hiroshima Carp,37.1,0.6,50.6,away,0,late,1
152743,NPB,2024-09-16,Orix Buffaloes,Fukuoka S. Hawks,away,Fukuoka S. Hawks,56,-11.2,61.2,away,1,late,1
152746,NPB,2024-09-16,Yomiuri Giants,Chunichi Dragons,home,Yomiuri Giants,53.3,7.2,57.2,home,1,late,1
156293,KBO,2024-09-16,Doosan Bears,Kiwoom Heroes,home,Doosan Bears,44.8,4.4,54.4,home,1,late,1
161755,KBO,2024-09-16,KT Wiz Suwon,KIA Tigers,away,KIA Tigers,48.5,-3.9,53.9,away,1,late,1
155845,KBO,2024-09-17,NC Dinos,Hanwha Eagles,home,NC Dinos,50.2,2.6,52.6,away,0,late,1
156243,KBO,2024-09-17,Lotte Giants,LG Twins,home,Lotte Giants,36.8,0.1,50.1,home,1,late,1
161756,KBO,2024-09-17,Doosan Bears,Samsung Lions,away,Samsung Lions,41.7,-0.9,50.9,home,0,late,1
161757,KBO,2024-09-17,Kiwoom Heroes,KT Wiz Suwon,away,KT Wiz Suwon,48.4,-3.2,53.2,away,1,late,1
161758,KBO,2024-09-17,SSG Landers,KIA Tigers,away,KIA Tigers,42.5,-2.8,52.8,home,0,late,1
158747,NPB,2024-09-17,Fukuoka S. Hawks,Nippon Ham Fighters,home,Fukuoka S. Hawks,55,9.7,59.7,away,0,late,1
158748,NPB,2024-09-17,Rakuten Gold. Eagles,Chiba Lotte Marines,home,Rakuten Gold. Eagles,41.9,2.6,52.6,home,1,late,1
156208,KBO,2024-09-18,NC Dinos,Hanwha Eagles,away,Hanwha Eagles,40.8,-1,51,home,0,late,1
156285,KBO,2024-09-18,Lotte Giants,LG Twins,home,Lotte Giants,38.1,2.2,52.2,away,0,late,1
161759,KBO,2024-09-18,KT Wiz Suwon,Samsung Lions,home,KT Wiz Suwon,36,1,51,away,0,late,1
158749,NPB,2024-09-18,Chunichi Dragons,Hanshin Tigers,away,Hanshin Tigers,48.4,-6.4,56.4,away,1,late,1
158750,NPB,2024-09-18,Fukuoka S. Hawks,Nippon Ham Fighters,home,Fukuoka S. Hawks,49.5,4.7,54.7,away,0,late,1
158751,NPB,2024-09-18,Rakuten Gold. Eagles,Chiba Lotte Marines,home,Rakuten Gold. Eagles,46.8,5.3,55.3,home,1,late,1
158752,NPB,2024-09-18,Seibu Lions,Orix Buffaloes,home,Seibu Lions,36.7,3.2,53.2,home,1,late,1
158753,NPB,2024-09-18,Yakult Swallows,Hiroshima Carp,home,Yakult Swallows,34.8,0.4,50.4,home,1,late,1
158754,NPB,2024-09-18,Yomiuri Giants,Yokohama BayStars,home,Yomiuri Giants,44.3,1.6,51.6,draw,,late,1
158755,NPB,2024-09-19,Yakult Swallows,Hiroshima Carp,home,Yakult Swallows,38.2,2.3,52.3,home,1,late,1
158756,NPB,2024-09-19,Yomiuri Giants,Yokohama BayStars,home,Yomiuri Giants,44,1.2,51.2,home,1,late,1
156232,KBO,2024-09-19,SSG Landers,Kiwoom Heroes,home,SSG Landers,47.6,6.5,56.5,home,1,late,1
156295,KBO,2024-09-19,Lotte Giants,LG Twins,away,LG Twins,43,-1.6,51.6,away,1,late,1
161760,KBO,2024-09-19,Doosan Bears,KIA Tigers,home,Doosan Bears,36.4,1.5,51.5,home,1,late,1
161761,KBO,2024-09-19,KT Wiz Suwon,Samsung Lions,away,Samsung Lions,50.4,-2.8,52.8,home,0,late,1
161762,KBO,2024-09-19,NC Dinos,Hanwha Eagles,home,NC Dinos,49.9,2,52,away,0,late,1
152160,NPB,2024-09-20,Fukuoka S. Hawks,Orix Buffaloes,home,Fukuoka S. Hawks,56.6,12.2,62.2,home,1,late,1
158757,NPB,2024-09-20,Yokohama BayStars,Hanshin Tigers,away,Hanshin Tigers,43.2,-6.4,56.4,home,0,late,1
158758,NPB,2024-09-20,Yakult Swallows,Chunichi Dragons,home,Yakult Swallows,44,5,55,away,0,late,1
158759,NPB,2024-09-20,Nippon Ham Fighters,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,39.6,-2.3,52.3,home,0,late,1
158760,NPB,2024-09-20,Hiroshima Carp,Yomiuri Giants,away,Yomiuri Giants,52.6,-6.1,56.1,away,1,late,1
156230,KBO,2024-09-21,LG Twins,Doosan Bears,away,Doosan Bears,36.5,-1,51,away,1,late,1
158761,NPB,2024-09-21,Hiroshima Carp,Yomiuri Giants,away,Yomiuri Giants,53.6,-7.7,57.7,home,0,late,1
158762,NPB,2024-09-21,Yokohama BayStars,Hanshin Tigers,away,Hanshin Tigers,36.9,-0.3,50.3,away,1,late,1
155920,KBO,2024-09-21,LG Twins,Doosan Bears,away,Doosan Bears,47.2,-4.7,54.7,home,0,late,1
156241,KBO,2024-09-21,KT Wiz Suwon,SSG Landers,away,SSG Landers,33.1,-2.5,52.5,away,1,late,1
158763,NPB,2024-09-21,Chiba Lotte Marines,Seibu Lions,home,Chiba Lotte Marines,34.7,0.3,50.3,home,1,late,1
158764,NPB,2024-09-21,Fukuoka S. Hawks,Rakuten Gold. Eagles,home,Fukuoka S. Hawks,45,4.5,54.5,home,1,late,1
158765,NPB,2024-09-21,Orix Buffaloes,Nippon Ham Fighters,away,Nippon Ham Fighters,43.2,-6.5,56.5,home,0,late,1
158766,NPB,2024-09-21,Yakult Swallows,Chunichi Dragons,home,Yakult Swallows,41.7,1,51,away,0,late,1
158767,NPB,2024-09-22,Fukuoka S. Hawks,Rakuten Gold. Eagles,home,Fukuoka S. Hawks,53,6.7,56.7,home,1,late,1
155781,KBO,2024-09-22,Samsung Lions,Kiwoom Heroes,home,Samsung Lions,52.2,5.5,55.5,home,1,late,1
158768,NPB,2024-09-22,Yokohama BayStars,Yakult Swallows,home,Yokohama BayStars,50.7,3.4,53.4,home,1,late,1
161727,KBO,2024-09-22,LG Twins,Doosan Bears,home,LG Twins,42.2,0.3,50.3,home,1,late,1
161766,KBO,2024-09-22,Hanwha Eagles,Lotte Giants,home,Hanwha Eagles,36.8,0.1,50.1,home,1,late,1
161767,KBO,2024-09-22,KT Wiz Suwon,SSG Landers,away,SSG Landers,34.4,-4.4,54.4,away,1,late,1
158769,NPB,2024-09-22,Chiba Lotte Marines,Seibu Lions,home,Chiba Lotte Marines,39.4,4.1,54.1,home,1,late,1
158770,NPB,2024-09-22,Chunichi Dragons,Hiroshima Carp,home,Chunichi Dragons,35.4,1.3,51.3,home,1,late,1
158771,NPB,2024-09-22,Hanshin Tigers,Yomiuri Giants,home,Hanshin Tigers,37.1,0.6,50.6,home,1,late,1
158772,NPB,2024-09-22,Orix Buffaloes,Nippon Ham Fighters,away,Nippon Ham Fighters,38.5,-2.8,52.8,away,1,late,1
152661,NPB,2024-09-23,Hanshin Tigers,Yomiuri Giants,home,Hanshin Tigers,41.8,3.1,53.1,away,0,late,1
158774,NPB,2024-09-23,Chunichi Dragons,Hiroshima Carp,home,Chunichi Dragons,37.1,3.9,53.9,home,1,late,1
158775,NPB,2024-09-23,Yokohama BayStars,Yakult Swallows,home,Yokohama BayStars,51.7,4.7,54.7,away,0,late,1
158776,NPB,2024-09-23,Chiba Lotte Marines,Rakuten Gold. Eagles,home,Chiba Lotte Marines,46,1.5,51.5,away,0,late,1
158777,NPB,2024-09-23,Orix Buffaloes,Fukuoka S. Hawks,away,Fukuoka S. Hawks,54.8,-9.5,59.5,away,1,late,1
158778,NPB,2024-09-23,Seibu Lions,Nippon Ham Fighters,away,Nippon Ham Fighters,53.2,-7.1,57.1,home,0,late,1
155778,KBO,2024-09-23,Hanwha Eagles,Lotte Giants,home,Hanwha Eagles,45.4,3.3,53.3,away,0,late,1
156212,KBO,2024-09-23,KIA Tigers,Samsung Lions,home,KIA Tigers,42.8,2.6,52.6,home,1,late,1
161768,KBO,2024-09-23,Doosan Bears,SSG Landers,away,SSG Landers,31.2,-1.6,51.6,home,0,late,1
159773,NPB,2024-09-24,Orix Buffaloes,Seibu Lions,home,Orix Buffaloes,40,0.4,50.4,away,0,late,1
155960,KBO,2024-09-24,KT Wiz Suwon,Lotte Giants,home,KT Wiz Suwon,36,0.3,50.3,home,1,late,1
156319,KBO,2024-09-24,KIA Tigers,Samsung Lions,home,KIA Tigers,45.2,3,53,home,1,late,1
161750,KBO,2024-09-24,Doosan Bears,NC Dinos,home,Doosan Bears,48.2,3.5,53.5,home,1,late,1
161751,KBO,2024-09-24,SSG Landers,LG Twins,away,LG Twins,52.1,-5.4,55.4,away,1,late,1
161769,KBO,2024-09-24,Kiwoom Heroes,Hanwha Eagles,away,Hanwha Eagles,45.9,-4.6,54.6,home,0,late,1
151971,NPB,2024-09-25,Hiroshima Carp,Yakult Swallows,home,Hiroshima Carp,34.6,0.1,50.1,away,0,late,1
159774,NPB,2024-09-25,Fukuoka S. Hawks,Seibu Lions,home,Fukuoka S. Hawks,56.9,12.7,62.7,home,1,late,1
159775,NPB,2024-09-25,Nippon Ham Fighters,Rakuten Gold. Eagles,home,Nippon Ham Fighters,47.6,2,52,away,0,late,1
159776,NPB,2024-09-25,Yokohama BayStars,Yomiuri Giants,away,Yomiuri Giants,45.7,-3.7,53.7,home,0,late,1
156163,KBO,2024-09-25,NC Dinos,SSG Landers,home,NC Dinos,39,0.9,50.9,away,0,late,1
156359,KBO,2024-09-25,KIA Tigers,Lotte Giants,home,KIA Tigers,50.3,7.2,57.2,away,0,late,1
161764,KBO,2024-09-25,Samsung Lions,Kiwoom Heroes,home,Samsung Lions,49.6,4.9,54.9,home,1,late,1
161770,KBO,2024-09-25,LG Twins,Hanwha Eagles,home,LG Twins,52.7,6.2,56.2,away,0,late,1
152444,NPB,2024-09-26,Hiroshima Carp,Yakult Swallows,away,Yakult Swallows,32.7,-0.6,50.6,away,1,late,1
152592,NPB,2024-09-26,Yokohama BayStars,Yomiuri Giants,home,Yokohama BayStars,32.7,0.6,50.6,away,0,late,1
159777,NPB,2024-09-26,Chiba Lotte Marines,Orix Buffaloes,home,Chiba Lotte Marines,46.7,5.2,55.2,away,0,late,1
159778,NPB,2024-09-26,Fukuoka S. Hawks,Seibu Lions,home,Fukuoka S. Hawks,58.5,15,65,away,0,late,1
159779,NPB,2024-09-26,Nippon Ham Fighters,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,38.2,-0.3,50.3,home,0,late,1
155961,KBO,2024-09-26,LG Twins,Kiwoom Heroes,home,LG Twins,50.1,7,57,home,1,late,1
156334,KBO,2024-09-26,NC Dinos,SSG Landers,away,SSG Landers,32.1,-2.3,52.3,away,1,late,1
161771,KBO,2024-09-26,Lotte Giants,Doosan Bears,away,Doosan Bears,43.3,-3.4,53.4,away,1,late,1
152095,NPB,2024-09-27,Hiroshima Carp,Hanshin Tigers,away,Hanshin Tigers,42.3,-5.1,55.1,home,0,late,1
160890,NPB,2024-09-27,Yomiuri Giants,Chunichi Dragons,away,Chunichi Dragons,27.8,-1.1,51.1,home,0,late,1
155922,KBO,2024-09-27,KT Wiz Suwon,Kiwoom Heroes,home,KT Wiz Suwon,54,8.3,58.3,home,1,late,1
156294,KBO,2024-09-27,Hanwha Eagles,KIA Tigers,away,KIA Tigers,41.5,-2.6,52.6,home,0,late,1
156311,KBO,2024-09-27,Lotte Giants,NC Dinos,home,Lotte Giants,50.8,3.4,53.4,home,1,late,1
159780,NPB,2024-09-28,Rakuten Gold. Eagles,Orix Buffaloes,home,Rakuten Gold. Eagles,38.1,0.1,50.1,away,0,late,1
159781,NPB,2024-09-28,Seibu Lions,Chiba Lotte Marines,away,Chiba Lotte Marines,30.8,-1,51,away,1,late,1
159782,NPB,2024-09-28,Nippon Ham Fighters,Fukuoka S. Hawks,away,Fukuoka S. Hawks,49.3,-4.5,54.5,home,0,late,1
156012,KBO,2024-09-28,KT Wiz Suwon,Kiwoom Heroes,home,KT Wiz Suwon,54,8.3,58.3,home,1,late,1
161772,KBO,2024-09-28,Hanwha Eagles,SSG Landers,home,Hanwha Eagles,38,0.1,50.1,away,0,late,1
161773,KBO,2024-09-28,Lotte Giants,KIA Tigers,away,KIA Tigers,36.8,-0.1,50.1,away,1,late,1
161774,KBO,2024-09-28,NC Dinos,Doosan Bears,away,Doosan Bears,54.3,-8.6,58.6,away,1,late,1
161775,KBO,2024-09-28,Samsung Lions,LG Twins,away,LG Twins,42.7,-1.8,51.8,away,1,late,1
152370,NPB,2024-09-28,Yakult Swallows,Hanshin Tigers,home,Yakult Swallows,38.6,2.8,52.8,home,1,late,1
152424,NPB,2024-09-28,Hiroshima Carp,Yomiuri Giants,away,Yomiuri Giants,51.5,-4.4,54.4,away,1,late,1
159783,NPB,2024-09-29,Nippon Ham Fighters,Fukuoka S. Hawks,away,Fukuoka S. Hawks,47,-1,51,away,1,late,1
159784,NPB,2024-09-29,Rakuten Gold. Eagles,Orix Buffaloes,away,Orix Buffaloes,36,-0.9,50.9,away,1,late,1
152159,NPB,2024-09-29,Hiroshima Carp,Chunichi Dragons,away,Chunichi Dragons,31.9,-2.7,52.7,away,1,late,1
159785,NPB,2024-09-29,Seibu Lions,Chiba Lotte Marines,away,Chiba Lotte Marines,41.7,-4.3,54.3,away,1,late,1
156368,KBO,2024-09-29,Hanwha Eagles,NC Dinos,home,Hanwha Eagles,42.8,3.9,53.9,away,0,late,1
152349,NPB,2024-09-29,Hanshin Tigers,Yokohama BayStars,away,Yokohama BayStars,40.2,-1.9,51.9,home,0,late,1
152658,NPB,2024-09-29,Yakult Swallows,Yomiuri Giants,away,Yomiuri Giants,42.5,-2.1,52.1,home,0,late,1
152722,NPB,2024-09-30,Hanshin Tigers,Yokohama BayStars,home,Hanshin Tigers,44.6,2,52,away,0,late,1
159807,NPB,2024-09-30,Fukuoka S. Hawks,Orix Buffaloes,home,Fukuoka S. Hawks,50.6,6.5,56.5,home,1,late,1
159808,NPB,2024-09-30,Rakuten Gold. Eagles,Chiba Lotte Marines,away,Chiba Lotte Marines,46.7,-2.6,52.6,away,1,late,1
159809,NPB,2024-09-30,Seibu Lions,Nippon Ham Fighters,away,Nippon Ham Fighters,51.7,-4.7,54.7,home,0,late,1
161726,KBO,2024-09-30,SSG Landers,Kiwoom Heroes,home,SSG Landers,53.3,7.3,57.3,home,1,late,1
161765,KBO,2024-09-30,KIA Tigers,NC Dinos,home,KIA Tigers,53.8,7.9,57.9,home,1,late,1
161763,KBO,2024-10-01,NC Dinos,Lotte Giants,away,Lotte Giants,45.9,-2.7,52.7,away,1,late,1
163072,KBO,2024-10-01,KT Wiz Suwon,SSG Landers,home,KT Wiz Suwon,40.1,0.5,50.5,home,1,late,1
