providerGameId,league,date,homeTeam,awayTeam,pickTeamId,pickTeamName,confidence,edgeScore,winProbability,actualWinner,hit,seasonPhase,dataAvailability
156315,KBO,2024-08-09,KT Wiz Suwon,Lotte Giants,away,Lotte Giants,38.8,-1.8,51.8,home,0,late,1
156316,KBO,2024-08-09,KIA Tigers,Samsung Lions,home,KIA Tigers,34.5,0.1,50.1,home,1,late,1
156317,KBO,2024-08-09,Hanwha Eagles,Kiwoom Heroes,home,Hanwha Eagles,46.7,1.9,51.9,home,1,late,1
152558,NPB,2024-08-10,Chunichi Dragons,Yomiuri Giants,away,Yomiuri Giants,42.5,-0.9,50.9,away,1,late,1
152559,NPB,2024-08-10,Fukuoka S. Hawks,Rakuten Gold. Eagles,home,Fukuoka S. Hawks,55.1,9.9,59.9,away,0,late,1
152561,NPB,2024-08-10,Nippon Ham Fighters,Seibu Lions,home,Nippon Ham Fighters,56,11.3,61.3,home,1,late,1
152557,NPB,2024-08-10,Chiba Lotte Marines,Orix Buffaloes,away,Orix Buffaloes,33.3,-1.5,51.5,home,0,late,1
152560,NPB,2024-08-10,Hanshin Tigers,Hiroshima Carp,away,Hiroshima Carp,41,-3.2,53.2,away,1,late,1
152562,NPB,2024-08-10,Yokohama BayStars,Yakult Swallows,home,Yokohama BayStars,50.8,3.4,53.4,home,1,late,1
156318,KBO,2024-08-10,Hanwha Eagles,Kiwoom Heroes,home,Hanwha Eagles,48.6,4.7,54.7,away,0,late,1
156320,KBO,2024-08-10,KT Wiz Suwon,Lotte Giants,home,KT Wiz Suwon,32.6,1.8,51.8,away,0,late,1
156321,KBO,2024-08-10,LG Twins,NC Dinos,home,LG Twins,52.6,6.2,56.2,home,1,late,1
156322,KBO,2024-08-10,SSG Landers,Doosan Bears,away,Doosan Bears,48.3,-4.3,54.3,away,1,late,1
152564,NPB,2024-08-11,Nippon Ham Fighters,Seibu Lions,home,Nippon Ham Fighters,56.9,12.5,62.5,home,1,late,1
152566,NPB,2024-08-11,Fukuoka S. Hawks,Rakuten Gold. Eagles,home,Fukuoka S. Hawks,50.2,5.9,55.9,home,1,late,1
152568,NPB,2024-08-11,Chunichi Dragons,Yomiuri Giants,away,Yomiuri Giants,50.3,-2.8,52.8,away,1,late,1
152563,NPB,2024-08-11,Hanshin Tigers,Hiroshima Carp,away,Hiroshima Carp,42.6,-5.6,55.6,home,0,late,1
152565,NPB,2024-08-11,Yokohama BayStars,Yakult Swallows,home,Yokohama BayStars,52.1,5.4,55.4,away,0,late,1
152567,NPB,2024-08-11,Chiba Lotte Marines,Orix Buffaloes,home,Chiba Lotte Marines,45.5,3.4,53.4,home,1,late,1
156323,KBO,2024-08-11,LG Twins,NC Dinos,home,LG Twins,53.7,7.8,57.8,home,1,late,1
156324,KBO,2024-08-11,SSG Landers,Doosan Bears,away,Doosan Bears,52.7,-6.3,56.3,home,0,late,1
156325,KBO,2024-08-11,KIA Tigers,Samsung Lions,home,KIA Tigers,46.1,4.3,54.3,away,0,late,1
156326,KBO,2024-08-11,KT Wiz Suwon,Lotte Giants,away,Lotte Giants,38.2,-1,51,away,1,late,1
156327,KBO,2024-08-11,Hanwha Eagles,Kiwoom Heroes,home,Hanwha Eagles,44.8,2.4,52.4,away,0,late,1
152570,NPB,2024-08-12,Fukuoka S. Hawks,Rakuten Gold. Eagles,home,Fukuoka S. Hawks,54.4,8.9,58.9,home,1,late,1
152572,NPB,2024-08-12,Nippon Ham Fighters,Seibu Lions,home,Nippon Ham Fighters,57,12.8,62.8,home,1,late,1
152569,NPB,2024-08-12,Chiba Lotte Marines,Orix Buffaloes,home,Chiba Lotte Marines,46.3,4.6,54.6,away,0,late,1
152571,NPB,2024-08-12,Hiroshima Carp,Yokohama BayStars,home,Hiroshima Carp,36.9,0.4,50.4,home,1,late,1
152573,NPB,2024-08-12,Yakult Swallows,Chunichi Dragons,home,Yakult Swallows,45.7,3.7,53.7,home,1,late,1
152574,NPB,2024-08-12,Yomiuri Giants,Hanshin Tigers,home,Yomiuri Giants,51.4,4.4,54.4,home,1,late,1
152575,NPB,2024-08-13,Seibu Lions,Fukuoka S. Hawks,away,Fukuoka S. Hawks,57.8,-13.9,63.9,away,1,late,1
152576,NPB,2024-08-13,Yomiuri Giants,Hanshin Tigers,home,Yomiuri Giants,52.6,6.1,56.1,away,0,late,1
152577,NPB,2024-08-13,Yakult Swallows,Chunichi Dragons,home,Yakult Swallows,46.4,4.7,54.7,away,0,late,1
152578,NPB,2024-08-13,Orix Buffaloes,Rakuten Gold. Eagles,home,Orix Buffaloes,42.3,3.8,53.8,away,0,late,1
152579,NPB,2024-08-13,Nippon Ham Fighters,Chiba Lotte Marines,home,Nippon Ham Fighters,52.7,6.3,56.3,away,0,late,1
152580,NPB,2024-08-13,Hiroshima Carp,Yokohama BayStars,home,Hiroshima Carp,45.5,3.4,53.4,away,0,late,1
156329,KBO,2024-08-13,Hanwha Eagles,LG Twins,away,LG Twins,49.3,-5.9,55.9,away,1,late,1
156330,KBO,2024-08-13,Kiwoom Heroes,KIA Tigers,away,KIA Tigers,41.3,-2.4,52.4,away,1,late,1
156331,KBO,2024-08-13,NC Dinos,SSG Landers,away,SSG Landers,31.1,-0.8,50.8,away,1,late,1
156332,KBO,2024-08-13,Samsung Lions,KT Wiz Suwon,home,Samsung Lions,34.5,1.3,51.3,home,1,late,1
152581,NPB,2024-08-14,Hiroshima Carp,Yokohama BayStars,home,Hiroshima Carp,41.8,1,51,home,1,late,1
152582,NPB,2024-08-14,Nippon Ham Fighters,Chiba Lotte Marines,home,Nippon Ham Fighters,47.9,2.3,52.3,home,1,late,1
152583,NPB,2024-08-14,Orix Buffaloes,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,40.8,-0.9,50.9,away,1,late,1
152584,NPB,2024-08-14,Seibu Lions,Fukuoka S. Hawks,away,Fukuoka S. Hawks,58.5,-15,65,home,0,late,1
152585,NPB,2024-08-14,Yakult Swallows,Chunichi Dragons,home,Yakult Swallows,41.6,0.8,50.8,home,1,late,1
152586,NPB,2024-08-14,Yomiuri Giants,Hanshin Tigers,home,Yomiuri Giants,47.8,2.3,52.3,home,1,late,1
156333,KBO,2024-08-14,Samsung Lions,KT Wiz Suwon,home,Samsung Lions,43.2,4.6,54.6,home,1,late,1
156335,KBO,2024-08-14,Hanwha Eagles,LG Twins,away,LG Twins,53.5,-7.5,57.5,home,0,late,1
156336,KBO,2024-08-14,Doosan Bears,Lotte Giants,home,Doosan Bears,40.5,1.1,51.1,away,0,late,1
156337,KBO,2024-08-14,Kiwoom Heroes,KIA Tigers,away,KIA Tigers,45,-4.6,54.6,home,0,late,1
156340,KBO,2024-08-15,Kiwoom Heroes,KIA Tigers,away,KIA Tigers,41.5,-2.6,52.6,away,1,late,1
152587,NPB,2024-08-15,Nippon Ham Fighters,Chiba Lotte Marines,home,Nippon Ham Fighters,51.3,4.2,54.2,home,1,late,1
152588,NPB,2024-08-15,Orix Buffaloes,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,46.3,-4.5,54.5,home,0,late,1
152589,NPB,2024-08-15,Seibu Lions,Fukuoka S. Hawks,away,Fukuoka S. Hawks,53.2,-10.3,60.3,away,1,late,1
156338,KBO,2024-08-15,Doosan Bears,Lotte Giants,away,Lotte Giants,36.2,-1.2,51.2,home,0,late,1
156339,KBO,2024-08-15,Hanwha Eagles,LG Twins,away,LG Twins,45.6,-3.5,53.5,away,1,late,1
156341,KBO,2024-08-15,NC Dinos,SSG Landers,away,SSG Landers,31.5,-1.4,51.4,away,1,late,1
156342,KBO,2024-08-15,Samsung Lions,KT Wiz Suwon,home,Samsung Lions,47.4,6.2,56.2,away,0,late,1
152593,NPB,2024-08-16,Orix Buffaloes,Nippon Ham Fighters,away,Nippon Ham Fighters,41.5,-3.9,53.9,home,0,late,1
152594,NPB,2024-08-16,Chunichi Dragons,Hanshin Tigers,away,Hanshin Tigers,45.4,-1.9,51.9,home,0,late,1
152595,NPB,2024-08-16,Fukuoka S. Hawks,Chiba Lotte Marines,home,Fukuoka S. Hawks,55.3,10.2,60.2,home,1,late,1
156343,KBO,2024-08-16,NC Dinos,Samsung Lions,away,Samsung Lions,42.7,-5.7,55.7,away,1,late,1
156344,KBO,2024-08-16,SSG Landers,Hanwha Eagles,home,SSG Landers,36.8,2.8,52.8,away,0,late,1
156345,KBO,2024-08-16,LG Twins,KIA Tigers,home,LG Twins,40.3,0.2,50.2,away,0,late,1
156346,KBO,2024-08-16,Lotte Giants,Kiwoom Heroes,home,Lotte Giants,47,2.3,52.3,home,1,late,1
156347,KBO,2024-08-16,KT Wiz Suwon,Doosan Bears,away,Doosan Bears,52.1,-5.5,55.5,away,1,late,1
152596,NPB,2024-08-17,Chunichi Dragons,Hanshin Tigers,home,Chunichi Dragons,37.2,0.8,50.8,draw,,late,1
152597,NPB,2024-08-17,Fukuoka S. Hawks,Chiba Lotte Marines,home,Fukuoka S. Hawks,56.6,12.1,62.1,away,0,late,1
152598,NPB,2024-08-17,Orix Buffaloes,Nippon Ham Fighters,home,Orix Buffaloes,37,0.4,50.4,home,1,late,1
152599,NPB,2024-08-17,Rakuten Gold. Eagles,Seibu Lions,home,Rakuten Gold. Eagles,47.1,5.8,55.8,away,0,late,1
152600,NPB,2024-08-17,Yakult Swallows,Hiroshima Carp,away,Hiroshima Carp,40.1,-1.9,51.9,home,0,late,1
152601,NPB,2024-08-17,Yokohama BayStars,Yomiuri Giants,away,Yomiuri Giants,46.8,-5.3,55.3,away,1,late,1
156348,KBO,2024-08-17,KT Wiz Suwon,Doosan Bears,away,Doosan Bears,53.2,-7,57,away,1,late,1
156349,KBO,2024-08-17,LG Twins,KIA Tigers,away,KIA Tigers,44.9,-2.5,52.5,away,1,late,1
156350,KBO,2024-08-17,Lotte Giants,Kiwoom Heroes,home,Lotte Giants,49.6,6.3,56.3,away,0,late,1
156351,KBO,2024-08-17,NC Dinos,Samsung Lions,away,Samsung Lions,43.6,-7.1,57.1,away,1,late,1
156352,KBO,2024-08-17,SSG Landers,Hanwha Eagles,away,Hanwha Eagles,39.1,-1,51,away,1,late,1
152604,NPB,2024-08-18,Orix Buffaloes,Nippon Ham Fighters,home,Orix Buffaloes,41.3,2.4,52.4,home,1,late,1
152606,NPB,2024-08-18,Fukuoka S. Hawks,Chiba Lotte Marines,home,Fukuoka S. Hawks,51,7,57,home,1,late,1
152607,NPB,2024-08-18,Chunichi Dragons,Hanshin Tigers,home,Chunichi Dragons,37.5,1.2,51.2,home,1,late,1
152605,NPB,2024-08-18,Rakuten Gold. Eagles,Seibu Lions,home,Rakuten Gold. Eagles,43,2.9,52.9,home,1,late,1
152602,NPB,2024-08-18,Yakult Swallows,Hiroshima Carp,home,Yakult Swallows,38.1,2.1,52.1,away,0,late,1
152603,NPB,2024-08-18,Yokohama BayStars,Yomiuri Giants,away,Yomiuri Giants,48.4,-7.7,57.7,home,0,late,1
156353,KBO,2024-08-18,KT Wiz Suwon,Doosan Bears,away,Doosan Bears,53.6,-7.7,57.7,home,0,late,1
156354,KBO,2024-08-18,LG Twins,KIA Tigers,away,KIA Tigers,47.1,-5.7,55.7,away,1,late,1
156355,KBO,2024-08-18,NC Dinos,Samsung Lions,away,Samsung Lions,48.2,-7.4,57.4,away,1,late,1
156356,KBO,2024-08-18,SSG Landers,Hanwha Eagles,away,Hanwha Eagles,47.2,-3.3,53.3,away,1,late,1
156357,KBO,2024-08-18,Lotte Giants,Kiwoom Heroes,home,Lotte Giants,45.1,2.8,52.8,home,1,late,1
152612,NPB,2024-08-20,Yokohama BayStars,Chunichi Dragons,home,Yokohama BayStars,36.8,0.1,50.1,home,1,late,1
152608,NPB,2024-08-20,Chiba Lotte Marines,Nippon Ham Fighters,away,Nippon Ham Fighters,42.7,-1.1,51.1,away,1,late,1
152609,NPB,2024-08-20,Hanshin Tigers,Yakult Swallows,away,Yakult Swallows,39.5,-0.9,50.9,home,0,late,1
152610,NPB,2024-08-20,Rakuten Gold. Eagles,Fukuoka S. Hawks,away,Fukuoka S. Hawks,52.4,-5.8,55.8,home,0,late,1
152611,NPB,2024-08-20,Seibu Lions,Orix Buffaloes,away,Orix Buffaloes,53.2,-7.1,57.1,home,0,late,1
152613,NPB,2024-08-20,Yomiuri Giants,Hiroshima Carp,home,Yomiuri Giants,46.5,0.3,50.3,away,0,late,1
156358,KBO,2024-08-20,Hanwha Eagles,NC Dinos,home,Hanwha Eagles,49.1,5.5,55.5,home,1,late,1
156360,KBO,2024-08-20,KT Wiz Suwon,Kiwoom Heroes,home,KT Wiz Suwon,45.8,3.8,53.8,away,0,late,1
156361,KBO,2024-08-20,LG Twins,SSG Landers,home,LG Twins,43.8,2.8,52.8,home,1,late,1
156362,KBO,2024-08-20,Samsung Lions,Doosan Bears,home,Samsung Lions,46,4.1,54.1,home,1,late,1
152615,NPB,2024-08-21,Yokohama BayStars,Chunichi Dragons,home,Yokohama BayStars,46.1,4.3,54.3,home,1,late,1
152614,NPB,2024-08-21,Seibu Lions,Orix Buffaloes,away,Orix Buffaloes,48.5,-3.3,53.3,home,0,late,1
152616,NPB,2024-08-21,Yomiuri Giants,Hiroshima Carp,away,Hiroshima Carp,42.5,-2.1,52.1,home,0,late,1
152617,NPB,2024-08-21,Rakuten Gold. Eagles,Fukuoka S. Hawks,away,Fukuoka S. Hawks,49.1,-4.2,54.2,home,0,late,1
152618,NPB,2024-08-21,Chiba Lotte Marines,Nippon Ham Fighters,away,Nippon Ham Fighters,46.3,-3.3,53.3,away,1,late,1
152619,NPB,2024-08-21,Hanshin Tigers,Yakult Swallows,home,Hanshin Tigers,37.9,1.8,51.8,home,1,late,1
156363,KBO,2024-08-21,LG Twins,SSG Landers,home,LG Twins,53.2,7,57,away,0,late,1
156364,KBO,2024-08-21,Samsung Lions,Doosan Bears,home,Samsung Lions,46.2,4.4,54.4,away,0,late,1
156365,KBO,2024-08-21,KT Wiz Suwon,Kiwoom Heroes,home,KT Wiz Suwon,42.2,1.8,51.8,home,1,late,1
156366,KBO,2024-08-21,KIA Tigers,Lotte Giants,home,KIA Tigers,48.5,4.6,54.6,home,1,late,1
156367,KBO,2024-08-21,Hanwha Eagles,NC Dinos,home,Hanwha Eagles,49.4,6,56,away,0,late,1
152623,NPB,2024-08-22,Yokohama BayStars,Chunichi Dragons,home,Yokohama BayStars,46.6,5,55,away,0,late,1
152620,NPB,2024-08-22,Chiba Lotte Marines,Nippon Ham Fighters,away,Nippon Ham Fighters,46.8,-4.1,54.1,away,1,late,1
152621,NPB,2024-08-22,Hanshin Tigers,Yakult Swallows,home,Hanshin Tigers,46,4.1,54.1,away,0,late,1
152622,NPB,2024-08-22,Seibu Lions,Orix Buffaloes,away,Orix Buffaloes,42.6,-1,51,home,0,late,1
152624,NPB,2024-08-22,Yomiuri Giants,Hiroshima Carp,home,Yomiuri Giants,49.6,1.7,51.7,away,0,late,1
156369,KBO,2024-08-22,KIA Tigers,Lotte Giants,home,KIA Tigers,50.6,7.8,57.8,home,1,late,1
156370,KBO,2024-08-22,KT Wiz Suwon,Kiwoom Heroes,home,KT Wiz Suwon,45.7,3.6,53.6,home,1,late,1
156371,KBO,2024-08-22,LG Twins,SSG Landers,home,LG Twins,48.3,2.9,52.9,home,1,late,1
152625,NPB,2024-08-23,Hiroshima Carp,Hanshin Tigers,home,Hiroshima Carp,46,4.1,54.1,away,0,late,1
152626,NPB,2024-08-23,Nippon Ham Fighters,Fukuoka S. Hawks,away,Fukuoka S. Hawks,40.9,-1.7,51.7,away,1,late,1
152627,NPB,2024-08-23,Orix Buffaloes,Chiba Lotte Marines,home,Orix Buffaloes,41.2,1.5,51.5,home,1,late,1
152628,NPB,2024-08-23,Seibu Lions,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,39.2,-3.8,53.8,away,1,late,1
152629,NPB,2024-08-23,Yakult Swallows,Yokohama BayStars,away,Yokohama BayStars,47.6,-1.9,51.9,away,1,late,1
152630,NPB,2024-08-23,Yomiuri Giants,Chunichi Dragons,home,Yomiuri Giants,41.3,2.3,52.3,away,0,late,1
156373,KBO,2024-08-23,SSG Landers,KT Wiz Suwon,away,KT Wiz Suwon,51.1,-3.9,53.9,away,1,late,1
156374,KBO,2024-08-23,Samsung Lions,Lotte Giants,home,Samsung Lions,47.5,6.3,56.3,home,1,late,1
156375,KBO,2024-08-23,NC Dinos,KIA Tigers,away,KIA Tigers,52.1,-9.3,59.3,home,0,late,1
156376,KBO,2024-08-23,Kiwoom Heroes,LG Twins,away,LG Twins,48.7,-4.9,54.9,home,0,late,1
156377,KBO,2024-08-23,Doosan Bears,Hanwha Eagles,home,Doosan Bears,42.8,1.3,51.3,away,0,late,1
152632,NPB,2024-08-24,Yomiuri Giants,Chunichi Dragons,away,Chunichi Dragons,27.6,-0.7,50.7,home,0,late,1
152635,NPB,2024-08-24,Orix Buffaloes,Chiba Lotte Marines,home,Orix Buffaloes,43,4.2,54.2,away,0,late,1
152636,NPB,2024-08-24,Nippon Ham Fighters,Fukuoka S. Hawks,away,Fukuoka S. Hawks,44.2,-3.4,53.4,home,0,late,1
152634,NPB,2024-08-24,Seibu Lions,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,48,-7.1,57.1,home,0,late,1
152631,NPB,2024-08-24,Yakult Swallows,Yokohama BayStars,away,Yokohama BayStars,52.6,-6.1,56.1,home,0,late,1
152633,NPB,2024-08-24,Hiroshima Carp,Hanshin Tigers,home,Hiroshima Carp,42.2,1.6,51.6,home,1,late,1
156378,KBO,2024-08-24,Doosan Bears,Hanwha Eagles,away,Hanwha Eagles,36.6,-1.8,51.8,away,1,late,1
156379,KBO,2024-08-24,Kiwoom Heroes,LG Twins,away,LG Twins,44.9,-2.5,52.5,away,1,late,1
156380,KBO,2024-08-24,NC Dinos,KIA Tigers,away,KIA Tigers,49.5,-4.8,54.8,away,1,late,1
156381,KBO,2024-08-24,Samsung Lions,Lotte Giants,home,Samsung Lions,48.6,8.1,58.1,away,0,late,1
156382,KBO,2024-08-24,SSG Landers,KT Wiz Suwon,away,KT Wiz Suwon,52.5,-5.9,55.9,away,1,late,1
152638,NPB,2024-08-25,Nippon Ham Fighters,Fukuoka S. Hawks,away,Fukuoka S. Hawks,39.9,-0.2,50.2,home,0,late,1
152639,NPB,2024-08-25,Orix Buffaloes,Chiba Lotte Marines,away,Chiba Lotte Marines,39.4,-0.7,50.7,home,0,late,1
152642,NPB,2024-08-25,Yomiuri Giants,Chunichi Dragons,home,Yomiuri Giants,51.3,4.2,54.2,home,1,late,1
156383,KBO,2024-08-25,Kiwoom Heroes,LG Twins,away,LG Twins,49.2,-5.7,55.7,home,0,late,1
152640,NPB,2024-08-25,Seibu Lions,Rakuten Gold. Eagles,away,Rakuten Gold. Eagles,43.2,-3.2,53.2,away,1,late,1
152641,NPB,2024-08-25,Yakult Swallows,Yokohama BayStars,away,Yokohama BayStars,47.5,-1.8,51.8,away,1,late,1
152637,NPB,2024-08-25,Hiroshima Carp,Hanshin Tigers,home,Hiroshima Carp,45.5,3.4,53.4,away,0,late,1
156384,KBO,2024-08-25,Doosan Bears,Hanwha Eagles,away,Hanwha Eagles,38.1,-4.1,54.1,away,1,late,1
156385,KBO,2024-08-25,NC Dinos,KIA Tigers,away,KIA Tigers,53.1,-6.9,56.9,home,0,late,1
156386,KBO,2024-08-25,Samsung Lions,Lotte Giants,home,Samsung Lions,43,2.9,52.9,home,1,late,1
156387,KBO,2024-08-25,SSG Landers,KT Wiz Suwon,away,KT Wiz Suwon,52.8,-6.4,56.4,home,0,late,1
152643,NPB,2024-08-27,Yokohama BayStars,Hanshin Tigers,home,Yokohama BayStars,40.4,0.2,50.2,home,1,late,1
152644,NPB,2024-08-27,Yakult Swallows,Yomiuri Giants,away,Yomiuri Giants,46.2,-4.4,54.4,away,1,late,1
152645,NPB,2024-08-27,Nippon Ham Fighters,Rakuten Gold. Eagles,home,Nippon Ham Fighters,49.8,1.9,51.9,draw,,late,1
152646,NPB,2024-08-27,Fukuoka S. Hawks,Orix Buffaloes,home,Fukuoka S. Hawks,43,4.9,54.9,home,1,late,1
152647,NPB,2024-08-27,Chunichi Dragons,Hiroshima Carp,away,Hiroshima Carp,42.1,-1.6,51.6,home,0,late,1
152648,NPB,2024-08-27,Chiba Lotte Marines,Seibu Lions,home,Chiba Lotte Marines,44.9,4.4,54.4,home,1,late,1
158362,KBO,2024-08-27,KIA Tigers,SSG Landers,home,KIA Tigers,45.2,2.9,52.9,home,1,late,1
158363,KBO,2024-08-27,Kiwoom Heroes,Samsung Lions,away,Samsung Lions,48.2,-4.1,54.1,away,1,late,1
158364,KBO,2024-08-27,LG Twins,KT Wiz Suwon,home,LG Twins,42.3,0.6,50.6,home,1,late,1
158365,KBO,2024-08-27,Lotte Giants,Hanwha Eagles,away,Hanwha Eagles,47.2,-5.9,55.9,home,0,late,1
158366,KBO,2024-08-27,NC Dinos,Doosan Bears,home,NC Dinos,38.1,2.1,52.1,away,0,late,1
152649,NPB,2024-08-28,Yakult Swallows,Yomiuri Giants,away,Yomiuri Giants,46.6,-5.1,55.1,away,1,late,1
152650,NPB,2024-08-28,Yokohama BayStars,Hanshin Tigers,home,Yokohama BayStars,42.2,3,53,home,1,late,1
152651,NPB,2024-08-28,Chiba Lotte Marines,Seibu Lions,home,Chiba Lotte Marines,53.9,8.1,58.1,home,1,late,1
152652,NPB,2024-08-28,Nippon Ham Fighters,Rakuten Gold. Eagles,home,Nippon Ham Fighters,49.5,1.5,51.5,away,0,late,1
152653,NPB,2024-08-28,Fukuoka S. Hawks,Orix Buffaloes,home,Fukuoka S. Hawks,54,8.3,58.3,away,0,late,1
152654,NPB,2024-08-28,Chunichi Dragons,Hiroshima Carp,home,Chunichi Dragons,35.4,1.4,51.4,away,0,late,1
158504,KBO,2024-08-28,KIA Tigers,SSG Landers,home,KIA Tigers,49.5,6.1,56.1,home,1,late,1
158505,KBO,2024-08-28,Kiwoom Heroes,Samsung Lions,away,Samsung Lions,52.2,-5.6,55.6,away,1,late,1
158506,KBO,2024-08-28,LG Twins,KT Wiz Suwon,home,LG Twins,51.5,4.5,54.5,away,0,late,1
158507,KBO,2024-08-28,Lotte Giants,Hanwha Eagles,away,Hanwha Eagles,37.2,-0.7,50.7,away,1,late,1
158508,KBO,2024-08-28,NC Dinos,Doosan Bears,away,Doosan Bears,43.1,-1.8,51.8,away,1,late,1
152655,NPB,2024-08-29,Chiba Lotte Marines,Seibu Lions,home,Chiba Lotte Marines,55.9,11.1,61.1,away,0,late,1
152656,NPB,2024-08-29,Chunichi Dragons,Hiroshima Carp,away,Hiroshima Carp,42.4,-2,52,home,0,late,1
158509,KBO,2024-08-29,KIA Tigers,SSG Landers,home,KIA Tigers,50.3,7.3,57.3,away,0,late,1
158510,KBO,2024-08-29,Kiwoom Heroes,Samsung Lions,away,Samsung Lions,53.5,-7.6,57.6,away,1,late,1
158511,KBO,2024-08-29,LG Twins,KT Wiz Suwon,home,LG Twins,40.4,0.9,50.9,away,0,late,1
158512,KBO,2024-08-29,Lotte Giants,Hanwha Eagles,away,Hanwha Eagles,51.1,-3.9,53.9,home,0,late,1
158513,KBO,2024-08-29,NC Dinos,Doosan Bears,away,Doosan Bears,51.3,-4.1,54.1,home,0,late,1
152659,NPB,2024-08-30,Chiba Lotte Marines,Fukuoka S. Hawks,away,Fukuoka S. Hawks,44.7,-4.1,54.1,home,0,late,1
152663,NPB,2024-08-30,Rakuten Gold. Eagles,Orix Buffaloes,home,Rakuten Gold. Eagles,41.3,1.6,51.6,away,0,late,1
152664,NPB,2024-08-30,Seibu Lions,Nippon Ham Fighters,away,Nippon Ham Fighters,50.1,-5.6,55.6,away,1,late,1
161729,KBO,2024-08-30,Kiwoom Heroes,Lotte Giants,away,Lotte Giants,44.3,-4.8,54.8,away,1,late,1
161730,KBO,2024-08-30,KT Wiz Suwon,LG Twins,home,KT Wiz Suwon,27.3,0.4,50.4,away,0,late,1
152666,NPB,2024-08-31,Seibu Lions,Nippon Ham Fighters,away,Nippon Ham Fighters,54.6,-9.2,59.2,home,0,late,1
152665,NPB,2024-08-31,Hiroshima Carp,Yakult Swallows,home,Hiroshima Carp,43.8,4.7,54.7,home,1,late,1
152667,NPB,2024-08-31,Hanshin Tigers,Yomiuri Giants,away,Yomiuri Giants,51.9,-5.1,55.1,home,0,late,1
152669,NPB,2024-08-31,Rakuten Gold. Eagles,Orix Buffaloes,away,Orix Buffaloes,36.3,-1.3,51.3,away,1,late,1
152670,NPB,2024-08-31,Chiba Lotte Marines,Fukuoka S. Hawks,away,Fukuoka S. Hawks,40.1,-0.5,50.5,away,1,late,1
155919,KBO,2024-08-31,SSG Landers,NC Dinos,away,NC Dinos,45,-1.4,51.4,away,1,late,1
155923,KBO,2024-08-31,Samsung Lions,KIA Tigers,home,Samsung Lions,32.9,0.9,50.9,away,0,late,1
156167,KBO,2024-08-31,Doosan Bears,Lotte Giants,home,Doosan Bears,40.6,1.3,51.3,away,0,late,1
161731,KBO,2024-08-31,Hanwha Eagles,KT Wiz Suwon,home,Hanwha Eagles,46.3,3.2,53.2,away,0,late,1
156328,KBO,2024-09-01,Doosan Bears,Lotte Giants,away,Lotte Giants,36.4,-1.6,51.6,away,1,late,1
161732,KBO,2024-09-01,Samsung Lions,KIA Tigers,away,KIA Tigers,37.8,-1.6,51.6,away,1,late,1
161733,KBO,2024-09-01,SSG Landers,NC Dinos,away,NC Dinos,46.8,-4.1,54.1,away,1,late,1
152671,NPB,2024-09-01,Chiba Lotte Marines,Fukuoka S. Hawks,away,Fukuoka S. Hawks,44.5,-3.8,53.8,away,1,late,1
152675,NPB,2024-09-01,Rakuten Gold. Eagles,Orix Buffaloes,away,Orix Buffaloes,37.6,-3.3,53.3,away,1,late,1
152676,NPB,2024-09-01,Seibu Lions,Nippon Ham Fighters,away,Nippon Ham Fighters,49.4,-4.6,54.6,home,0,late,1
152673,NPB,2024-09-01,Hanshin Tigers,Yomiuri Giants,away,Yomiuri Giants,43.6,-2.6,52.6,away,1,late,1
152674,NPB,2024-09-01,Hiroshima Carp,Yakult Swallows,home,Hiroshima Carp,47.7,6.7,56.7,home,1,late,1
152677,NPB,2024-09-02,Rakuten Gold. Eagles,Orix Buffaloes,away,Orix Buffaloes,38.8,-5.2,55.2,home,0,late,1
152678,NPB,2024-09-03,Yomiuri Giants,Yakult Swallows,home,Yomiuri Giants,49.6,9.5,59.5,away,0,late,1
152679,NPB,2024-09-03,Yokohama BayStars,Hiroshima Carp,home,Yokohama BayStars,38.1,2.1,52.1,home,1,late,1
152680,NPB,2024-09-03,Hanshin Tigers,Chunichi Dragons,away,Chunichi Dragons,35.4,-0.1,50.1,home,0,late,1
152681,NPB,2024-09-03,Fukuoka S. Hawks,Nippon Ham Fighters,home,Fukuoka S. Hawks,54.4,8.8,58.8,away,0,late,1
152682,NPB,2024-09-03,Orix Buffaloes,Seibu Lions,home,Orix Buffaloes,46.4,4,54,home,1,late,1
155756,KBO,2024-09-03,NC Dinos,Kiwoom Heroes,home,NC Dinos,49.5,5.5,55.5,home,1,late,1
155918,KBO,2024-09-03,Samsung Lions,Lotte Giants,away,Lotte Giants,32.6,-0.4,50.4,home,0,late,1
161734,KBO,2024-09-03,Hanwha Eagles,Doosan Bears,home,Hanwha Eagles,35.4,0.1,50.1,home,1,late,1
161735,KBO,2024-09-03,KIA Tigers,LG Twins,home,KIA Tigers,42.4,2.6,52.6,home,1,late,1
152683,NPB,2024-09-04,Fukuoka S. Hawks,Nippon Ham Fighters,home,Fukuoka S. Hawks,49,4,54,away,0,late,1
152684,NPB,2024-09-04,Hanshin Tigers,Chunichi Dragons,home,Hanshin Tigers,50.8,3.5,53.5,home,1,late,1
